Time (Sec);S1;S13;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S28;S29;S3;S34;S36;S37;S38;S6;S7;S8;
1.1033333333333333;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;20000.0;
1.2033333333333334;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
1.3033333333333335;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
1.4033333333333335;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
1.5033333333333336;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
1.6033333333333337;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
1.7033333333333338;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
1.803333333333334;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
1.903333333333334;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
2.003333333333334;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
2.103333333333334;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
2.203333333333334;20000.0;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;19999.9999;
2.303333333333334;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
2.403333333333334;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
2.5033333333333343;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
2.6033333333333344;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
2.7033333333333345;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
2.8033333333333346;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
2.9033333333333347;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
3.0033333333333347;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
3.103333333333335;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
3.203333333333335;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
3.303333333333335;20000.0;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;19999.999799999998;
3.403333333333335;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
3.503333333333335;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
3.6033333333333353;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
3.7033333333333354;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
3.8033333333333355;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
3.9033333333333355;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
4.003333333333336;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
4.103333333333335;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
4.203333333333335;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
4.303333333333335;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
4.403333333333334;20000.0;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;19999.999699999997;
4.503333333333335;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
4.603333333333335;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
4.703333333333335;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
4.803333333333335;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
4.903333333333334;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
5.003333333333334;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
5.1033333333333335;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
5.203333333333333;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
5.303333333333333;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
5.403333333333332;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
5.503333333333332;20000.0;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;19999.999599999996;
5.603333333333333;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
5.703333333333333;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
5.803333333333333;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
5.903333333333332;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
6.0000000000000036;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
6.103333333333332;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
6.203333333333331;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
6.303333333333331;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
6.403333333333331;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
6.50333333333333;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
6.60333333333333;20000.0;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;19999.999499999994;
6.7033333333333305;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
6.803333333333331;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
6.903333333333331;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
7.00333333333333;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
7.10333333333333;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
7.20333333333333;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
7.303333333333329;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
7.403333333333329;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
7.5033333333333285;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
7.603333333333328;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
7.703333333333328;20000.0;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;19999.999399999993;
7.803333333333328;20000.0;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;
7.903333333333329;20000.0;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;
8.003333333333329;20000.0;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;
8.103333333333328;20000.0;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;19999.999299999992;
